2000-01-15,33,coffee/tea
2000-01-15,33,vegetables
2000-01-15,33,soda
2000-01-15,33,poultry
2000-01-15,33,pasta
2000-01-15,33,all- purpose
2000-01-15,33,coffee/tea
2000-01-15,33,paper towels
2000-01-15,33,individual meals
2000-01-15,33,vegetables
2000-01-15,33,poultry
2000-01-15,33,flour
2000-01-15,33,aluminum foil
2000-01-15,33,soap
2000-01-15,33,yogurt
2000-01-15,33,mixes
2000-01-15,33,soda
2000-01-16,34,lunch meat
2000-01-16,34,mixes
2000-01-16,34,vegetables
2000-01-16,34,soap
2000-01-16,34,hand soap
2000-01-16,34,tortillas
2000-01-16,34,coffee/tea
2000-01-16,34,cheeses
2000-01-16,34,tortillas
2000-01-16,34,cheeses
2000-01-16,34,ice cream
2000-01-16,34,tortillas
2000-01-16,34,beef
2000-01-16,34,yogurt
2000-01-16,34,spaghetti sauce
2000-01-16,34,soda
2000-01-16,34,eggs
2000-01-16,35,aluminum foil
2000-01-16,35,cheeses
2000-01-16,35,cereals
2000-01-16,35,mixes
2000-01-16,35,laundry detergent
2000-01-16,35,juice
2000-01-16,35,pork
2000-01-16,35,bagels
2000-01-16,35,sandwich loaves
2000-01-16,35,yogurt
2000-01-16,35,milk
2000-01-16,35,sandwich loaves
2000-01-16,35,spaghetti sauce
2000-01-16,35,cereals
2000-01-16,35,individual meals
2000-01-16,35,eggs
2000-01-17,36,soap
2000-01-17,36,vegetables
2000-01-17,36,lunch meat
2000-01-17,36,flour
2000-01-17,36,juice
2000-01-17,36,yogurt
2000-01-17,36,shampoo
2000-01-17,36,spaghetti sauce
2000-01-17,36,ketchup
2000-01-17,36,laundry detergent
2000-01-17,36,dinner rolls
2000-01-17,36,ketchup
2000-01-17,36,vegetables
2000-01-17,36,shampoo
2000-01-17,36,sugar
2000-01-17,36,flour
2000-01-17,36,sandwich bags
2000-01-17,36,paper towels
2000-01-17,36,pork
2000-01-17,36,vegetables
2000-01-17,36,butter
2000-01-17,36,dinner rolls
2000-01-17,36,pork
2000-01-17,36,all- purpose
2000-01-17,36,hand soap
2000-01-17,36,sandwich bags
2000-01-17,36,all- purpose
2000-01-17,37,fruits
2000-01-17,37,lunch meat
2000-01-17,37,dinner rolls
2000-01-17,37,shampoo
2000-01-17,37,vegetables
2000-01-17,37,hand soap
2000-01-17,37,mixes
2000-01-17,37,vegetables
2000-01-17,37,pasta
2000-01-17,37,sugar
2000-01-17,37,vegetables
2000-01-17,38,eggs
2000-01-17,38,hand soap
2000-01-17,38,dinner rolls
2000-01-17,38,hand soap
2000-01-17,38,lunch meat
2000-01-17,38,laundry detergent
2000-01-17,38,pasta
2000-01-17,38,aluminum foil
2000-01-17,38,toilet paper
2000-01-17,38,cereals
2000-01-17,38,coffee/tea
2000-01-17,38,toilet paper
2000-01-17,38,vegetables
2000-01-17,38,juice
2000-01-17,38,lunch meat
2000-01-17,38,soda
2000-01-17,38,pork
2000-01-17,38,fruits
2000-01-17,38,spaghetti sauce
2000-01-17,38,laundry detergent
2000-01-17,38,butter
2000-01-17,38,tortillas
2000-01-17,38,individual meals
2000-01-17,38,aluminum foil
2000-01-17,38,toilet paper
2000-01-17,38,poultry
2000-01-17,38,toilet paper
2000-01-17,38,toilet paper
2000-01-18,39,coffee/tea
2000-01-18,39,milk
2000-01-18,39,dinner rolls
2000-01-18,39,beef
2000-01-18,39,coffee/tea
2000-01-18,39,waffles
2000-01-18,39,beef
2000-01-18,39,eggs
2000-01-18,39,sandwich bags
2000-01-18,39,tortillas
2000-01-18,39,vegetables
2000-01-18,39,tortillas
2000-01-18,39,all- purpose
2000-01-18,39,vegetables
2000-01-18,39,yogurt
2000-01-18,39,cheeses
2000-01-18,39,mixes
2000-01-18,39,ketchup
2000-01-18,39,waffles
2000-01-18,39,aluminum foil
2000-01-18,39,hand soap
2000-01-18,39,hand soap
2000-01-18,39,pork
2000-01-18,39,vegetables
2000-01-18,39,butter
2000-01-18,40,hand soap
2000-01-18,40,sandwich bags
2000-01-18,40,poultry
2000-01-18,40,beef
2000-01-18,40,coffee/tea
2000-01-18,40,mixes
2000-01-18,40,poultry
2000-01-18,40,sandwich loaves
2000-01-18,40,shampoo
2000-01-18,40,ice cream
2000-01-18,40,poultry
2000-01-18,40,shampoo
2000-01-18,41,milk
2000-01-18,41,hand soap
2000-01-18,41,fruits
2000-01-18,41,poultry
2000-01-18,41,coffee/tea
2000-01-18,41,sugar
2000-01-18,41,tortillas
2000-01-18,41,soda
2000-01-18,41,individual meals
2000-01-18,41,tortillas
2000-01-18,41,milk
2000-01-18,41,toilet paper
2000-01-18,41,soda
2000-01-18,41,poultry
2000-01-18,41,coffee/tea
2000-01-18,41,spaghetti sauce
2000-01-18,41,cheeses
2000-01-18,41,flour
2000-01-18,41,lunch meat
2000-01-18,42,cereals
2000-01-18,42,shampoo
2000-01-18,42,waffles
2000-01-18,42,bagels
2000-01-18,42,mixes
2000-01-18,42,shampoo
2000-01-18,42,mixes
2000-01-18,42,beef
2000-01-18,42,dinner rolls
2000-01-18,42,beef
2000-01-18,42,shampoo
2000-01-18,42,aluminum foil
2000-01-18,42,individual meals
2000-01-18,42,sugar
2000-01-18,42,spaghetti sauce
2000-01-18,42,juice
2000-01-18,42,tortillas
2000-01-18,42,shampoo
2000-01-18,42,sandwich loaves
2000-01-18,42,sandwich loaves
2000-01-18,42,cheeses
2000-01-18,42,waffles
2000-01-18,42,vegetables
2000-01-18,42,cheeses
2000-01-18,42,individual meals
2000-01-18,42,pasta
2000-01-18,42,paper towels
2000-01-18,42,beef
2000-01-18,42,juice
2000-01-18,42,paper towels
2000-01-18,42,ice cream
2000-01-18,42,aluminum foil
2000-01-19,43,toilet paper
2000-01-19,43,butter
2000-01-19,43,ketchup
2000-01-19,43,shampoo
2000-01-19,43,juice
2000-01-19,43,mixes
2000-01-19,43,milk
2000-01-19,43,shampoo
2000-01-19,43,tortillas
2000-01-19,43,laundry detergent
2000-01-19,43,flour
2000-01-19,43,cereals
2000-01-19,43,soap
2000-01-19,43,toilet paper
2000-01-19,43,butter
2000-01-19,43,coffee/tea
2000-01-19,43,cheeses
2000-01-19,43,soap
2000-01-19,43,soap
2000-01-19,43,butter
2000-01-19,43,sandwich loaves
2000-01-19,43,milk
2000-01-19,43,vegetables
2000-01-19,43,cereals
2000-01-19,43,dinner rolls
2000-01-19,43,poultry
2000-01-19,43,dishwashing liquid/detergent
2000-01-19,44,butter
2000-01-19,44,hand soap
2000-01-19,44,waffles
2000-01-19,44,laundry detergent
2000-01-19,44,shampoo
2000-01-19,44,lunch meat
2000-01-19,44,cheeses
2000-01-19,44,vegetables
2000-01-19,44,hand soap
2000-01-19,44,cereals
2000-01-19,44,vegetables
2000-01-19,44,dishwashing liquid/detergent
2000-01-19,44,soda
2000-01-19,44,spaghetti sauce
2000-01-19,44,aluminum foil
2000-01-19,44,laundry detergent
2000-01-19,44,flour
2000-01-19,44,poultry
2000-01-19,44,juice
2000-01-20,45,butter
2000-01-20,45,cereals
2000-01-20,45,toilet paper
2000-01-20,45,waffles
2000-01-20,45,soda
2000-01-20,45,pork
2000-01-20,45,yogurt
2000-01-20,45,pork
2000-01-20,45,all- purpose
2000-01-20,45,toilet paper
2000-01-20,45,vegetables
2000-01-20,45,spaghetti sauce
2000-01-20,45,toilet paper
2000-01-20,45,vegetables
2000-01-20,45,laundry detergent
2000-01-20,45,coffee/tea
2000-01-20,45,all- purpose
2000-01-20,45,coffee/tea
2000-01-20,45,eggs
2000-01-20,45,pork
2000-01-20,45,eggs
2000-01-20,45,all- purpose
2000-01-20,45,vegetables
2000-01-20,45,soda
2000-01-20,45,beef
2000-01-20,46,hand soap
2000-01-20,46,spaghetti sauce
2000-01-20,46,sandwich bags
2000-01-20,46,ice cream
2000-01-20,46,fruits
2000-01-20,46,soap
2000-01-20,46,cheeses
2000-01-20,46,waffles
2000-01-20,46,tortillas
2000-01-20,46,sugar
2000-01-20,46,toilet paper
2000-01-20,46,ketchup
2000-01-20,46,beef
2000-01-20,46,beef
2000-01-20,46,poultry
2000-01-20,46,milk
2000-01-20,46,dinner rolls
2000-01-20,46,dinner rolls
2000-01-20,46,eggs
2000-01-20,46,soap
2000-01-20,46,paper towels
2000-01-20,46,sandwich bags
2000-01-20,46,soda
2000-01-21,47,soda
2000-01-21,47,waffles
2000-01-21,47,vegetables
2000-01-21,47,beef
2000-01-21,47,fruits
2000-01-21,47,sandwich loaves
2000-01-21,47,ketchup
2000-01-21,47,cheeses
2000-01-21,47,sugar
2000-01-21,47,shampoo
2000-01-21,47,butter
2000-01-21,47,laundry detergent
2000-01-21,47,poultry
2000-01-21,47,waffles
2000-01-21,47,soap
2000-01-21,47,vegetables
2000-01-21,47,butter
2000-01-21,47,lunch meat
2000-01-21,47,aluminum foil
2000-01-21,47,waffles
2000-01-21,47,all- purpose
2000-01-21,47,flour
2000-01-21,47,ice cream
2000-01-21,47,dishwashing liquid/detergent
2000-01-21,47,lunch meat
2000-01-21,47,dishwashing liquid/detergent
2000-01-21,47,paper towels
2000-01-21,47,all- purpose
2000-01-21,47,sugar
2000-01-21,47,shampoo
2000-01-22,48,beef
2000-01-22,48,mixes
2000-01-22,48,individual meals
2000-01-22,48,laundry detergent
2000-01-22,48,coffee/tea
2000-01-22,48,hand soap
2000-01-22,48,pasta
2000-01-22,48,individual meals
2000-01-22,48,cereals
2000-01-22,48,spaghetti sauce
2000-01-22,48,pasta
2000-01-22,48,cereals
2000-01-22,48,fruits
2000-01-22,48,flour
2000-01-22,48,vegetables
2000-01-22,48,soap
2000-01-22,48,individual meals
2000-01-22,48,ketchup
2000-01-23,49,laundry detergent
2000-01-23,49,aluminum foil
2000-01-23,49,sandwich bags
2000-01-23,49,all- purpose
2000-01-23,49,shampoo
2000-01-23,49,beef
2000-01-23,49,sandwich loaves
2000-01-23,49,aluminum foil
2000-01-23,49,ice cream
2000-01-23,49,fruits
2000-01-23,49,lunch meat
2000-01-23,49,all- purpose
2000-01-23,49,bagels
2000-01-23,49,vegetables
2000-01-23,49,sandwich loaves
2000-01-23,49,waffles
2000-01-23,49,pork
2000-01-23,50,vegetables
2000-01-23,50,cereals
2000-01-23,50,beef
2000-01-23,50,flour
